nct_id,title,conditions,phase,modality
NCT06952699,"A Randomized, Double-Blinded, Placebo-Controlled, Dose-Finding, Adaptive Trial to Evaluate the Safety, Tolerability, and Efficacy of TAK-360 in Participants With Narcolepsy Without Cataplexy (NT2)",Narcolepsy Type 2,PHASE2,small_molecule
NCT05866471,Activating Neuroplasticity to ENHANCE the Perception Box Expanding Effects of Psilocybin,Healthy | Psychedelic Experiences | Vagus Nerve Stimulation,PHASE1,small_molecule
NCT06848764,A Randomized Double-Blind Trial Comparing Lidocaine and Dexmedetomidine Infusions for Intraoperative Bleeding in Patients Undergoing Functional Endoscopic Sinus Surgery,Lidocaine | Dexmedetomidine | Infusion | Intraoperative Bleeding | Functional Endoscopic Sinus Surgery,NA,small_molecule
NCT06248645,Oxygen Therapy As an Acute Treatment for Dystonic And/or Plegic Attacks in Alternating Hemiplegia of Childhood,Alternating Hemiplegia of Childhood,PHASE2,small_molecule
NCT06259565,Non-invasive Ventilation and Dexmedetomidine in Critically Ill Adults: An International Pragmatic Randomized Controlled Trial (inDEX Trial),Non-Invasive Ventilation,PHASE3,small_molecule
NCT07265791,"Multicenter, Randomized, Subject & Independent Evaluator-blind, Matched Pairs, Active-controlled, Non-inferiority, Pivotal Study to Evaluate the Efficacy and Safety of Injection With JTM104 as Compared to Juvederm® ULTRA PLUS XC in Temporary Correction of Moderate to Severe Nasolabial Folds","Nasolabial Folds, Wrinkles",NA,biologic
NCT07378865,"A Phase 1, Open-label, Single-dose Study Evaluating the Excretion of Suzetrigine Into Breast Milk in Healthy Lactating Female Subjects",Pain,PHASE1,small_molecule
NCT07223840,"A Phase 2, Multicenter, Randomized, Double-Blind Study to Investigate the Efficacy and Safety of Brenipatide Compared With Placebo for Reduction in Risk of Relapse to Cigarette Smoking in Adults (RENEW-Smk-1)",Smoking,PHASE2,small_molecule
NCT07297381,Neuromuscular Electrical Stimulation and Action Observation for Healthy Aging: a Home-based Approach to Promote Sensorimotor Adaptation,"Aging, Healthy",NA,combination
NCT07175207,Study on the Safety and Efficacy of Umbilical Cord Blood Mononuclear Cells in the Treatment of Chronic Radiation Enteritis,Chronic Radiation Induced Intestinal Injury | Chronic Radiation Enteritis,EARLY_PHASE1,biologic
NCT06778421,Pilot Study to Identify the Impact of OnabotulinumtoxinA (BOTOX®) on Patient Perceived Stress.,"Stress (Psychology) | Stress | Healthy Adult Female Participants | Stress, Psychologic | Stress, Psychological Cumulative | Stress, Physiological | Stress Response | Stress Levels | Stress Perception",PHASE1,small_molecule
NCT07051070,Efficacy and Safety of Rituximab in the Treatment of Anti-Vimentin Antibody-associated Diseases,Anti-Vimentin Antibody-associated Diseases | Meningoencephalomyelitis Associated With Vimentin IgG Autoantibodies,PHASE4,monoclonal_antibody
NCT07285629,"Evaluating the Safety and Efficacy of Injectable Combination Klotho and Follistatin Plasmid Gene Therapy in Humans -- An Interventional, Non-Placebo Controlled Pilot Phase Study",Healthy Adults,EARLY_PHASE1,gene_therapy
NCT06526728,Hyperbaric Oxygen Therapy in HAMstring Injury (HOTHAM) Trial,Hamstring Injury,PHASE3,small_molecule
NCT07096921,"The Effect of Two Prokinetics in Patients With Functional Dyspepsia : A Prospective, Double Blinded, Multicenter Study",Functional Dyspepsia,NA,small_molecule
NCT06456073,"An Open-Label, Single-Center, Investigator Initiated Phase 1B Trial of E-CEL UVEC Cell Therapy for the Treatment of Chronic Anal Fissure",Chronic Anal Fissure,PHASE1,biologic
NCT07277907,"Efficacy and Safety of Lubiprostone in the Treatment of Slow Transit Constipation: A Multicenter, Randomized Controlled Trial",Slow Transit Constipation | Pharmacotherapy,PHASE3,small_molecule
NCT06729307,Ondansetron Combined with Dyclonine Hydrochloride to Improve Patient Experience in Unsedated Esophagogastro-duodenoscopy,Esophagogastroduodensocopy (EGD) Procedure,PHASE4,small_molecule
NCT06133114,Psychopharmacological Treatment of Emotional Distress: A Randomized Controlled Trial,Suicide Crisis Syndrome | Psychological Distress,PHASE4,small_molecule
NCT06565572,"An Open-label Single Center, Single Participant Study of an Experimental Antisense Oligonucleotide Treatment for PCARP (Posterior Column Ataxia with Retinitis Pigmentosa) Disease Due to Mutations in FLVCR1",Posterior Column Ataxia with Retinitis Pigmentosa,EARLY_PHASE1,oligonucleotide
NCT05467033,Safety Outcomes Post Kidney Biopsy - Randomized Clinical Evaluation of Efficacy of Desmopressin,Kidney Biopsy,PHASE3,small_molecule
NCT06002217,"Echo-guided Transverse Abdominal Plane Block (TAP) in Anterior Lumbar Arthrodesis (ALIF): Randomized, Double-blind, Controlled Trial.","Fusion of Spine, Lumbar Region",NA,small_molecule
NCT06471959,Assessing the Feasibility of a Custom Psychedelic-assisted Group Program on Mental and Physical Health in First Responders,"Psilocybin | Psychotherapy, Group",PHASE1,small_molecule
NCT06044350,A Phase II/III Study to Evaluate the Efficacy and Safety of BAT4406F Injection in Patients With Neuromyelitis Optica Lineage Disease,Optic Neuromyelitis Spectrum Disease,PHASE2,small_molecule
NCT05360615,The Effects of Empagliflozin on Renal Outcomes in Post Severe Acute Kidney Injury Survivors,Empagliflozin in Post AKI Stage 2-3,PHASE1,small_molecule
NCT07104318,"Randomized Clinical Trial of Personalized vs Standard of Care Treatment for Helicobacter Pylori Eradication Among Veterans: ""VA Eradicate HP""",Helicobacter Pylori,PHASE3,small_molecule
NCT06666010,"A Registered Clinical Trial of PEX010-Assisted Therapy for Stimulant Use Disorder: A Safety, Feasibility and Efficacy Study",Stimulant Use Disorder,PHASE2,small_molecule
NCT07410039,Eculizumab Add-On Therapy in the Acute Phase of Neuromyelitis Optica Spectrum Disorder: A Multicenter Prospective Real-World Study,Neuromyelitis Optica Spectrum Disorder Attack,PHASE4,small_molecule
NCT06610266,"Efficacy and Safety of Weifuchun Tablet in Reversing Gastric Intestinal Metaplasia: A Multi-center, Open-label, Randomized Controlled Trial",Gastric Intestinal Metaplasia,PHASE4,small_molecule
NCT06680466,"A Multicenter, Ramdomized, Double-Blind, Dose-Regimen Finding, Placebo and Active-Controlled Phase Ⅱ Study to Evaluate the Efficacy and Safety of YZJ-4729 in Patients With Moderate to Severe Acute Pain After Abdominal Surgery",Pain,PHASE2,small_molecule
NCT07084116,Evaluation of Tretinoin Cream on the Integrity of Aged Forearm Skin: an Open-label Within-subject Randomized Study,Skin Tear | Solar Purpura | Dermatoporosis,PHASE2,small_molecule
NCT05245591,"A Randomized, Controlled, Phase II/III Trial to Evaluate the Efficacy and Safety of U101 Oral Capsules in Radiation-induced Cystitis",Radiation Cystitis,PHASE2,small_molecule
NCT04002440,Directed Use of REmote Patient Management System AMia to Achieve Prescribed Dry Weight,Efficacy | Safety Issues,NA,combination
NCT06459310,A Phase II Exploratory Clinical Study Investigating the Geroprotective Effect of Metformin in Middle-aged and Elderly People,Metformin | Aging,PHASE2,small_molecule
NCT04042844,"A Phase 2, Double-Blind, Controlled, Randomized Study to Evaluate the Safety and Preliminary Efficacy of a Single Dose Intradiscal Injection of BRTX-100 for Patients With Chronic Lumbar Disc Disease (cLDD)",Lumbar Disc Disease,PHASE2,biologic
NCT07133763,"A Multicenter, Single-Arm, Prospective Study to Evaluate the Efficacy and Safety of PD-1 Inhibitor Combined With Tenofovir, Chidamide, and Lenalidomide in the Treatment of Relapsed or Refractory EBV-Associated Lymphoproliferative Disorders.",EBV-Associated Lymphoproliferative Disorders | PD-1 Inhibitor | Tenofovir | Chidamide | Lenalidomide,PHASE1,small_molecule
NCT06676475,Comparison of the Effectiveness of Botulinum Toxin and Magnesium Sulfate Injections in the Treatment of Myofascial Trigger Points in the Masseter Muscle Randomized Controlled Clinical Trial,"Myofacial Pain | Trigger Points, Myofascial",PHASE2,small_molecule
NCT07131592,The Effect of Tranexamic Acid on Drainage Volume and Time to Drain Removal in Reduction Mammaplasty Patients,Drain Output After Breast Reduction Surgery | Breast Reductions,PHASE4,small_molecule
NCT05483465,Effects of NAD Restoration on Neurovascular Coupling in Community Dwelling Older Adults,Aging,PHASE4,small_molecule
NCT04156893,RH Genotype Matched Red Cell Transfusions for Patients With Sickle Cell Disease,Sickle Cells Disease,PHASE1,biologic
NCT05203835,A Pilot Placebo-Controlled Trial of Acebilustat (CTX-4430) for the Treatment of Human Upper Extremity Lymphedema,Lymphedema of Upper Arm,PHASE2,small_molecule
NCT04233749,The Efficacy of Tranexamic Acid in the Treatment of Lichen Planus Pigmentosus and Erythema Dyschromicum Perstans,Lichen Planus Pigmentosus | Erythema Dyschromicum Perstans | Ashy Dermatosis of Ramirez,PHASE2,small_molecule
NCT06091085,Acetazolamide as a Means to Mitigate Falling Ventilatory Drive and Drive-dependent OSA,OSA,PHASE1,small_molecule
NCT02370199,Peripheral Blood Flow Responses to Electromagnetic Energy,Exposure to Man-made Visible Light,NA,small_molecule
NCT06705101,GABAPENTIN ATTENUATES THE PRESSOR RESPONSE TO DIRECT LARYNGOSCOPY AND TRACHEAL INTUBATION,Elective Surgical Patients | Blood Pressure,PHASE1,small_molecule
NCT06491992,Effect of Chitosan Phonophresis on Cervical Pain and Disability in Smartphone Addicted Users,Cervical Pain,NA,small_molecule
NCT06142656,Efficacy of Vildagliptin Versus Metformin in Poly Cystic Ovary Syndrome: A Randomized Clinical Trial,Poly Cystic Ovary Syndrome,PHASE2,small_molecule
NCT04555785,Enhancement of the Haemostatic Effect of Platelets in the Presence of High Normal Concentrations of Von Willebrand Factor,Bleeding,PHASE4,small_molecule
NCT05285566,"A Phase IV Randomized, Single-Blind Trial of Liposomal Bupivacaine (Exparel®) for Pain Control in Costal Cartilage Harvest",Nasal Surgery,PHASE4,small_molecule
NCT07270042,Evaluation of the Efficacy of Zinc on the Duration and Effictiveness of Botulinum Toxin A Injection in the Context of Hyperactive Masseter Muscle (A Prospective Clinical Study),Hyperactive Masseter Muscle,NA,small_molecule
NCT05578586,A Pilot Study for Optimizing Meropenem Administration in the Intensive Care Unit - Short Six Times vs Prolonged Three Times Courses Daily,Drug Effect,NA,small_molecule
NCT06988319,Psilocybin for Chronic Pelvic Pain (CPP) in Women: A Pilot Feasibility Study,Chronic Pelvic Pain,PHASE1,small_molecule
NCT06279039,Clinical Observation of Exosomes in Patients After Q-switched Laser Surgery,Exosome | Skin Regeneration | Laser,NA,small_molecule
NCT04183595,"A Double-blinded, Randomized Controlled Trial to Evaluate the Efficacy, Safety, and Tolerability of N1, N3-bis-(2-Mercaptoethyl) Isophthalamide (NBMI) in the Reduction of Mercury Levels, in Subjects Exposed to Mercury in Colombia",Mercury Poisoning,PHASE2,small_molecule
NCT06447402,A Randomized Controlled Trial to Compare Nebulized Amphotericin B and Nebulized Normal Saline as Maintenance in Increasing Time to Relapse in Patients With Chronic Pulmonary Aspergillosis Treated With 12 Months of Oral Itraconazole,Chronic Pulmonary Aspergillosis | CPA | Aspergilloma,PHASE3,small_molecule
NCT06717438,"A Phase 2 Randomized, Double-blind, Placebo-controlled, Study of Zatolmilast (BPN14770) in Subjects With PPP2R5D Neurodevelopmental Disorder (Jordan's Syndrome)",Jordan's Syndrome | PPP2R5D Neurodevelopmental Disorder,PHASE2,small_molecule
NCT06499324,Surgical Treatment of Large Incisional Hernia with Botulinum Toxin a Injection: a Double-blind Randomized Controlled Trial,Incisional Hernia,PHASE3,small_molecule
NCT06393972,"The Efficacy and Safety of Tofacitinib in Patients With Glucocorticoid Resistant ICIs-related Myocarditis: a Single-arm, Prospective, Phase 2 Trial",Glucocorticoid Resistant ICIs-related Myocarditis,PHASE2,small_molecule
NCT04716712,Mortalite Infantile Reduite Par l'Administration de Masse de l'Azitromycine,Child Mortality,PHASE4,small_molecule
NCT06159777,Pre- and Post-operative Compared to Post-operative Only Polyethylene Glycol 3350 for Minimally Invasive Urogynecologic Surgery,"Constipation | Surgical Procedure, Unspecified | Prolapse; Female",PHASE4,small_molecule
NCT07269769,"A Phase III , Randomized, Double-blind, Placebo-Controlled, Ranibizumab Injection Loading, Multicenter Clinical Trial Comparing the Efficacy and Safety of Sanhuang Jingshiming Pills in Subjects With nAMD",AMD,PHASE3,monoclonal_antibody
NCT07084441,Comparison of Outcomes of Management of Bowel Obstruction,Adhesive Small Bowel Obstruction,PHASE4,small_molecule
NCT06433050,Sodium Glucose Co-transporter (SGLT) Inhibitors in Nonobstructive Hypertrophic Cardiomyopathy,Hypertrophic Cardiomyopathy Without Obstruction,EARLY_PHASE1,small_molecule
NCT05746650,Regulation of Protein Turnover in Connective Tissue From Muscle and Tendon Following Muscle Tissue Injury,Muscle Injury,NA,small_molecule
NCT05974462,"Single-blind, Investigator-initiated, Randomized, Controlled Trial to Assess the Safety and Efficacy of Intravenous Corticosteroid Therapy to Treat Patients With Acute Myocarditis With Mildly Reduced Left Ventricular Ejection Fraction",Acute Myocarditis,PHASE3,small_molecule
NCT06816251,"A Multicenter, Randomized, Double-blind, Placebo-Controlled Phase II Clinical Study to Evaluate the Efficacy and Safety of HRS-1893 in Non-Obstructive Hypertrophic Cardiomyopathy",Non-obstructive Hypertrophic Cardiomyopathy,PHASE2,small_molecule
NCT06933056,Comparison of Antiplatelet Effects of Sotagliflozin to FDA-approved Antiplatelet Drugs: an Interventional Study,Platelet Function and Reactivity Tests,EARLY_PHASE1,small_molecule
NCT07037173,Effect of K-Taping and Yoga Therapy in Postural Correction for Sacroiliac Jointamong Weightlifters,Sacroiliac Joint Dysfunction,NA,combination
NCT06739213,"SYHA1813 vs Investigators' Choice as Treatment for Recurrent or Progressive High-Grade Meningioma: A Randomized, Controlled, Multicenter, Phase II Study",Recurrent or Progressive High Grade Meningioma,PHASE2,small_molecule
NCT06977763,"A Multicenter, Randomized, Double-blind, Positive Controlled Clinical Study on the Efficacy and Safety of Succinylated Gelatin Injection for Acute Isovolumetric Hemodilution (ANH) in Elective Surgery",Acute Normovolemic Hemodilution,NA,small_molecule
NCT06652906,"A Prospective, Multicenter, Randomized Controlled Clinical Trial on the Safety and Efficacy of Sodium Phosphate Powder for Intestinal Preparation in the Population Aged 50 to 70 Years Old",Physical Examination,PHASE2,small_molecule
NCT06112262,Comparison of the Effecta and Drawbacks of Heparin Versus Hirudin Drugs in Haemodialysis Patients in Assiut University Hospitals,Haemodialysis,EARLY_PHASE1,small_molecule
NCT06729788,Evaluation of Resin Infiltrate As Pit and Fissure Sealant in Permanent Molars (In Vivo& in Vitro),Resin Infiltration | Pit and Fissure Sealant | Permanent Molars,PHASE4,small_molecule
NCT07425262,A Pilot Randomized Waitlist-controlled Trial of a Zheng-based Chinese Medicine Intervention for Patients With Dialytic Hypotension in Taiwan,End Stage Renal Disease on Dialysis | Intradialytic Hypotension,PHASE2,small_molecule
NCT06901830,"A PhaseⅡ, Randomized, Double-Blind, Placebo- and Active- Controlled Study of YZJ-4729 Tartrate Injection for the Treatment of Moderate to Severe Pain After Orthopedic Surgery",Pain,PHASE2,small_molecule
NCT07140939,"A Phase 3, Randomized, Double-blinded, Placebo-Controlled Study to Evaluate the Efficacy, Safety, and Tolerability of CBL-514 Injection for Reducing Abdominal Subcutaneous Fat.",Subcutaneous Fat,PHASE3,small_molecule
NCT02866071,Intranasal Ketamine as an Adjunct to Fentanyl for the Prehospital Treatment of Acute Traumatic Pain,Acute Traumatic Pain,PHASE3,small_molecule
NCT06928844,Role of Low Dose Injectable Progesterone in Triggering Ovulation: A Randomized Controlled Trial,Low Dose | Progesterone | Triggering Ovulation,NA,small_molecule
NCT06376942,"A Randomized, Double-blind, Placebo-controlled Trial to Compare the Effectiveness of Nebulized Anticholinergics for Cough Suppression During Flexible Bronchoscopy",Subjects Undergoing Flexible Bronchoscopy,PHASE2,small_molecule
NCT07398989,"A Clinical Study to Assess Efficacy and Tolerability of a Topical Skincare Product on Adults With Mature, Crepey Skin",Crepey Skin | Aging Skin | Photo-aged Skin,PHASE4,small_molecule
NCT05285683,The Role of Dopamine in the Central Neural Signature of Chronic Pain,Chronic Pain,PHASE2,small_molecule
NCT07144072,"A Phase I, Open-Label, Dose-Escalation Study to Evaluate the Safety and Tolerability of HeXell-2020 Administered Intravenously in Elderly Subjects With Mild to Moderate Frailty Syndrome",Frailty in Older Adults,PHASE1,small_molecule
NCT04839497,A Phase 2 Multicenter Randomized Single Arm Crossover Trial Evaluating the Safety and Efficacy of Autologous Volar Fibroblast Injection Into the Terminal Limb of Amputees,Amputation,PHASE2,combination
NCT04464070,Novel Pathways of Eicosanoid Metabolism,Metabolism of Prostaglandin D2,EARLY_PHASE1,small_molecule
NCT06440473,Visualization of Topical Zoryve vs. Vehicle Using Line Field Optical Coherence Tomography in Healthy Skin,Healthy Skin,PHASE4,small_molecule
NCT07285304,A Phase 3 Long-term Study of TS-172 in Hyperphosphatemia Patients on Hemodialysis With Phosphate Binders,Hyperphosphatemia Patients on Hemodialysis,PHASE3,small_molecule
NCT06531915,"Comparison of Efficacy and Safety Between Ciprofol and Remimazolam During Fiberoptic Bronchoscopy: a Study Protocol for a Single-center, Double-blind, Randomized Controlled Trial",Fiberoptic Bronchoscopy,NA,small_molecule
NCT06577493,Effectiveness of Phenazopyridine for Pain Following Urodynamics,Pain After Urodynamic Testing,PHASE4,small_molecule
NCT07303868,The Use of High Bile-Binding Foods to Reduce Upper Gastrointestinal Bile Acid Concentrations: A Novel Intervention for Children at Risk for Aspiration-Associated Complications (Aim 2),Feeding Difficulties | Gastrostomy | Aspiration,PHASE4,small_molecule
NCT06258356,Exploring the Use of Remimazolam (BYFAVO®) in Patients at High Risk for ERCP to Reduce Intraoperative Hypotension and Assess Safety and Efficacy: A Randomized Controlled Trial,the Severity and Duration of Intraoperative Hypotension,NA,small_molecule
NCT03054896,Venetoclax Plus Dose-adjusted R-EPOCH or R-CHOP for Richter's Syndrome,Richter Syndrome,PHASE2,small_molecule
NCT04273880,Differences by Sex and Genotype in the Effects of Stress on Executive Functions,Stress,PHASE1,small_molecule
NCT06398977,Dapagliflozin Delays the Loss of Residual Renal Function in Patients Undergoing Peritoneal Dialysis: A Single-Center Randomized Open-Label Study,Peritoneal Dialysis Complication | Renal Function Aggravated | Sodium-glucose Co-transporter-2 Inhibitors,NA,small_molecule
NCT06547892,Use of Vasopressin in Patients at High Risk of Acute Kidney Injury Admitted to the ICU: a Feasibility Randomized Clinical Trial,Critical Illness,PHASE2,small_molecule
NCT05609877,NON-pharmacological Approach Less Invasive Surfactant Administration (NONA-LISA) Trial: Protocol for a Randomised Controlled Trial,Respiratory Distress Syndrome in Premature Infant,NA,small_molecule
NCT07360301,Consciousness and Psilocybin Effects on Well-Being: The CoPEWell Study,"Well-Being, Psychological | Psychedelic Experiences",PHASE1,small_molecule
NCT02318654,Comparing the Efficacy of Ice Pack Versus Topical EMLA for Pain Control in Laser Axillary Hair Removal: A Randomized Control Trial,Hair Removal,PHASE4,small_molecule
NCT06794866,"A Phase 3, Multicenter, Randomized, Double-Blinded, Placebo-Controlled Study to Evaluate the Safety and Efficacy of OnabotulinumtoxinA Purified Neurotoxin Complex for the Treatment of Moderate to Severe Forehead Lines in Japan",Forehead Lines,PHASE3,small_molecule
NCT06581458,Home Transcranial Direct-Current Stimulation for Motoric Cognitive Risk Syndrome,Motoric Cognitive Risk Syndrome,NA,small_molecule
NCT07061184,"The Efficacy of Fengliao Changweikang Keli for Patients With Diarrhea-predominant Irritable Bowel Syndrome: Study Protocol for a Multicenter, Randomized, Placebo-controlled N-of-1 Trial",Irritable Bowel Syndrome - Diarrhoea | Traditional Chinese Medicine (TCM) | N of 1 Study Design | Efficacy and Safety,PHASE4,small_molecule
NCT07198711,Comparison of Ketamine Versus Saline During Sedation in Patients With Major Depressive Disorder: a Double-blind Trial,Healthy Volunteers,PHASE1,small_molecule
NCT03437005,Alterations in the Human Microbiome With Commonly Used Topical Medications,Healthy,PHASE1,small_molecule
NCT05091879,Implementation and Evaluation of Preemptive Pharmacogenomics Testing in an Aging Population,Polypharmacy | Pharmacogenomic Testing,NA,gene_therapy
NCT07241169,A Preliminary Clinical Study on the Safety and Efficacy of the Gene Replacement Drug ZVS106e in the Treatment of Hereditary Retinal Degeneration (IRDs) Caused by ABCA4 Biallelic Mutations,Stargardt,EARLY_PHASE1,small_molecule
NCT07132177,Targeted Naltrexone to Support Individuals Participating in Dry January,Alcohol Misuse,PHASE2,small_molecule
NCT06369103,Comparison of the Sedative Effects of Dexmedetomidine and Propofol During Peribulbar Anaesthesia in Patients Undergoing Vitrectomy Surgery: A Prospective Randomized Clinical Trial,Patient | Satisfaction,PHASE4,small_molecule
NCT06617247,Effects of Cannabidiol on Burnout Syndrome and Empathy of Paid and Unpaid Caregivers of Older Adults,Burnout Syndrome,EARLY_PHASE1,small_molecule
NCT06981988,A Study to Explore the Dosage and Efficacy of Linperlisib in Combination With Rituximab and to Validate the Efficacy of Linperlisib in Patients With Relapsed/Refractory Indolent NHL,Relapsed/Refractory Indolent NHL,PHASE1,small_molecule
NCT05076110,Nonopioid Pain Control Regimen After Arthroscopic Hip Procedures,Hip Arthroscopy,PHASE4,small_molecule
NCT06450210,Safety for Home Administration of Microdose Psilocybin Use,Psychedelic Experiences,PHASE1,small_molecule
NCT06837597,"Jianzhong Qushi Formula for Treating Chronic Radiation Induced Proctitis : a Multicenter, Prospective, Randomized Controlled Clinical Trial",Chronic Radiation Proctitis,PHASE3,small_molecule
NCT07227909,NeuroGuard: Psilocybin Trial for Preventing Chemo-induced Neuropathy,Psilocybin | Neuropathy,PHASE2,small_molecule
NCT07015528,Assessment of Drug Liking In Peri-procedural Clinical Settings,Drug Liking,EARLY_PHASE1,small_molecule
NCT06477887,Evaluation Of Post Extraction Hard Tissue Alteration Following Ridge Preservation in The Esthetic Zone Using Allogeneic Dentin Matrix Versus Autogenous Partially Demineralized Dentine Matrix: A Randomized Controlled Clinical Trial,Socket Preservation,NA,biologic
NCT06708481,Clinical Outcome of Resin Infiltration Vs Self-Assembling Peptide (P11-4) in Treating White Spot Lesion - a Randomized Clinical Trial,White Spot Lesion,EARLY_PHASE1,small_molecule
NCT07138625,Nebulized 3% Hypertonic Saline Versus Normal Saline in Managing Children With Acute Bronchiolitis: A Randomized Controlled Trial,Acute Bronchiolitis,NA,biologic
NCT06927310,"A Multicenter, Randomized, Open-Label, Active-Controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of Inpegsomatropin Injection, s.c Once a Week, Compared With Recombinant Human Growth Hormone (rhGH) Injection in Children With Idiopathic Short Stature (ISS).",Idiopathic Short Stature,PHASE3,small_molecule
NCT06662097,Multicenter Open-Label Feasibility Study of Intraoperative Nerve and Ureter Visualization With Bevonescein in Patients Undergoing Minimally Invasive Abdominopelvic Surgery,Surgery | Nerve Injury | Imaging,PHASE2,small_molecule
NCT05402384,"Evaluation of Efficacy and Safety of D-galactose Supplementation in SLC35A2-CDG, a Disorder of Hypogalactosylation",SLC35A2-CDG - Solute Carrier Family 35 Member A2 Congenital Disorder of Glycosylation,PHASE2,small_molecule
NCT06329050,The Effects of Losartan on Attention Control: An Eye-tracking Study,Healthy,NA,small_molecule
NCT04082429,Efficacy and Safety of Concizumab Prophylaxis in Patients With Haemophilia A or B Without Inhibitors,Haemophilia A Without Inhibitors | Haemophilia B Without Inhibitors,PHASE3,monoclonal_antibody
NCT03590821,Modulating Celecoxib Induced Blood Pressure Changes by Timed Administration of Aspirin and the Human Chronobiome,Healthy,EARLY_PHASE1,small_molecule
NCT07413367,"A Phase 1, Open-Label, Parallel-Group, Single-Dose Study To Compare The Pharmakokinetics Of TNX-102 SL (Cyclobenzaprine Hydrochloride Sublingual Tablet) In Non-Elderly Versus Elderly Participants",Pharmakokinetic | Open Label | Phase 1,PHASE1,small_molecule
NCT07042165,"Treatment of Bile Acid Diarrhoea With Atorvastatin (BASTA): A Randomised, Double-Blind, Placebo-Controlled, Crossover, Investigator-Initiated Trial",Bile Acid Diarrhea | Bile Acid Malabsorption,PHASE4,small_molecule
NCT07004972,"A Phase 4, Single-Arm, Open-Label Study to Evaluate Safety, Tolerability, and Efficacy of Mavacamten in Adults With Symptomatic Obstructive Hypertrophic Cardiomyopathy in India",Symptomatic Obstructive Hypertrophic Cardiomyopathy,PHASE4,small_molecule
NCT06194201,"A Multi-centre, Randomized, Double-blind, Active Controlled, Parallel Groups, Phase II Study to Evaluate the Efficacy and Safety of Intravenous HRS9432 in the Treatment of Subjects With Candidemia and/or Invasive Candidiasis",Patients With Candidemia and/or Invasive Candidiasis,PHASE2,small_molecule
NCT06514612,"A Randomised, Double-Masked, Placebo-Controlled Phase 3 Study on the Efficacy and Safety of STN1013800 (Oxymetazoline HCl 0.1% Eye Drops) Used Twice Daily (BID) in the Treatment of Acquired Blepharoptosis",Acquired Blepharophimosis,PHASE3,small_molecule
NCT06935045,Evaluating How Alcohol Impacts Physiological Responses and Perception During Heat Exposure,Alcohol Consumption | Heat Stress | Age,NA,small_molecule
NCT05856136,Investigation of the Effects of Opioid Exposure on the Ability of the Diaphragm Muscle to Generate Higher Force Behaviors,Respiratory Function Loss | Respiratory Complication,PHASE4,small_molecule
NCT06633198,"Heat, Microvascular Function and Aging",Aging,EARLY_PHASE1,small_molecule
NCT06958367,"Effect of Dexmedetomidine on Acute Kidney Injury After Ascending Aortic Surgeries: Placebo-controlled, Randomised Controlled Trial",Aki After Ascending Aortic Surgeries,PHASE1,small_molecule
NCT06874192,Safety and Efficacy of LOw DOse COlchicine in Patients With STatin INTolerance: the LODOCO STINT Pilot Study,Statin Adverse Reaction,PHASE1,small_molecule
NCT07285291,"A Phase 3, Randomized, Placebo-controlled, Double-blind, Phosphate Binder-combination Study of TS-172 in Hyperphosphatemia Patients on Hemodialysis",Hyperphosphatemia Patients on Hemodialysis,PHASE3,small_molecule
NCT07180108,PRoMiSS: Psilocybin and the Role of Music in Set and Setting,Psilocybin | Music Intervention,PHASE1,small_molecule
NCT06589258,Study of the Passage of (CBD) Into Breast Milk and Its Biological Impact on Breast-fed Children,Breast Feeding,NA,biologic
NCT06966843,Dantrolene in Statin-induced Myopathy,Statins Induced Myopathy,PHASE2,small_molecule
NCT07348640,"A Prospective, Multi-National, Randomized, Double-Blind, Crossover Study to Evaluate the Efficacy and Safety of Gadopiclenol-enhanced MRA Compared to Gadoterate Meglumine-enhanced MRA in the Assessment of Steno-occlusive Disease in Adult Patients With Suspected Vascular Disease",Steno-occlusive Disease,PHASE3,small_molecule
NCT06942689,Determination of the Optimal Volume of Liposomal Bupivacaine in Single-Shot Adductor Canal Block for Knee Joint Surgery-A Phase I/II Trial,Optimal Volume of Liposomal Bupivacaine,PHASE4,small_molecule
NCT05035108,A Clinical Study of hiHep Cells for Bioartificial Liver After Extensive Hepatectomy,Hepatoma Resectable,EARLY_PHASE1,biologic
NCT05677282,A Randomized Controlled Trial Evaluating Single-dose Rifaximin Versus Azithromycin With Loperamide Adjunct for Treatment of Acute Watery Diarrhea,Diarrhoea;Acute | Diarrhea Travelers,PHASE4,small_molecule
NCT06756594,Efficacy of Dexmedetomidine-Propofol Versus Ketamine-Propofol for Sedation During Gastrointestinal Endoscopy,Propofol,NA,small_molecule
NCT06335537,Impact of Sodium Bicarbonate on 24-hour Urine Parameters in Hypocitriuric and Uric Acid Stone Formers,Uric Acid Stones,PHASE1,small_molecule
NCT07196631,A Comparison of Liposomal Bupivacaine Versus Ropivacaine for Interscalene Brachial Plexus Block in Alleviating Rebound Pain Following Shoulder Arthroscopy,Rebound Pain | Liposomal Bupivacaine,PHASE4,small_molecule
NCT06399679,"Rivastigmine to Prevent Recurrence of Antimuscarinic Delirium After Initial Control With Physostigmine (RIVA-AP): a Randomized, Placebo-controlled Trial",Anticholinergic Toxicity,PHASE2,small_molecule
NCT05523596,A Phase 1 Non-Randomized Open Label Study of ICM20,Safety Issues,PHASE1,small_molecule
