nct_id,old_modality,matched_signal,file
NCT03786081,monoclonal_antibody,tisotumab vedotin,master_DB_2025_Q3.json
NCT04251416,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT04404283,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT04526691,monoclonal_antibody,datopotamab deruxtecan,master_DB_2025_Q3.json
NCT04619004,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q3.json
NCT07142200,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT05171647,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT03401385,small_molecule,datopotamab deruxtecan,master_DB_2025_Q3.json
NCT05293496,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT05279300,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT07122609,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06287229,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT06610825,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT07113925,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT02166463,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT07117851,small_molecule,disitamab vedotin,master_DB_2025_Q3.json
NCT05756569,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT07123454,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05645718,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT03587311,monoclonal_antibody,ravtansine,master_DB_2025_Q3.json
NCT00658814,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT06221748,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT06750484,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05633979,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05320588,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06354231,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT07117864,combination,t-dxd,master_DB_2025_Q3.json
NCT01868451,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT05898373,monoclonal_antibody,mmae,master_DB_2025_Q3.json
NCT06612203,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06186986,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06243393,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT05894824,monoclonal_antibody,t-dxd,master_DB_2025_Q3.json
NCT05650879,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT02877303,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT04398914,monoclonal_antibody,t-dm1,master_DB_2025_Q3.json
NCT07065435,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT04960709,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT05253495,small_molecule,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06848699,monoclonal_antibody,adc (weak),master_DB_2025_Q3.json
NCT05144841,monoclonal_antibody,vedotin,master_DB_2025_Q3.json
NCT06055465,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06475443,oligonucleotide,antibody-drug conjugate,master_DB_2025_Q3.json
NCT04223856,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT06477419,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06431633,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06174987,monoclonal_antibody,t-dxd,master_DB_2025_Q3.json
NCT06863259,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT06195709,combination,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06001086,small_molecule,vedotin,master_DB_2025_Q3.json
NCT05837806,monoclonal_antibody,vedotin,master_DB_2025_Q3.json
NCT04622319,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06198751,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06551051,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05270057,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q3.json
NCT06298084,monoclonal_antibody,dxd,master_DB_2025_Q3.json
NCT06525298,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT04332822,monoclonal_antibody,vedotin,master_DB_2025_Q3.json
NCT05489211,monoclonal_antibody,datopotamab deruxtecan,master_DB_2025_Q3.json
NCT06125834,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q3.json
NCT03962465,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT04301375,monoclonal_antibody,tdm1,master_DB_2025_Q3.json
NCT06115642,small_molecule,adc (weak),master_DB_2025_Q3.json
NCT06592417,small_molecule,antibody drug conjugate,master_DB_2025_Q3.json
NCT05865990,monoclonal_antibody,her3-dxd,master_DB_2025_Q3.json
NCT06992687,small_molecule,adc (weak),master_DB_2025_Q3.json
NCT06236269,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT04822337,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT06383533,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT07061639,small_molecule,antibody drug conjugate,master_DB_2025_Q3.json
NCT06387121,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT07046455,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06178588,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06568939,monoclonal_antibody,telisotuzumab vedotin,master_DB_2025_Q3.json
NCT06516978,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT04928846,monoclonal_antibody,telisotuzumab vedotin,master_DB_2025_Q3.json
NCT06341478,small_molecule,sacituzumab govitecan,master_DB_2025_Q3.json
NCT07043972,small_molecule,enfortumab vedotin,master_DB_2025_Q3.json
NCT06278870,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT07074457,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06806046,small_molecule,antibodydrug conjugate,master_DB_2025_Q3.json
NCT06805825,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06563804,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT04617314,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06157892,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT03835819,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q3.json
NCT04879329,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT06041516,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT05382299,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT07145255,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05464030,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT07157956,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT06014658,small_molecule,auristatin,master_DB_2025_Q3.json
NCT06155396,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT05367635,small_molecule,antibody drug conjugate,master_DB_2025_Q3.json
NCT05246514,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT04685616,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06682988,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q3.json
NCT06085755,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT07059845,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q3.json
NCT06178601,small_molecule,adc (weak),master_DB_2025_Q3.json
NCT07012031,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06112379,monoclonal_antibody,datopotamab deruxtecan,master_DB_2025_Q3.json
NCT05376878,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT04745949,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT07043725,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05456685,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q3.json
NCT06985485,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT04307576,antibody_protein,ozogamicin,master_DB_2025_Q3.json
NCT02675829,monoclonal_antibody,ado-trastuzumab,master_DB_2025_Q3.json
NCT06862219,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT06908928,monoclonal_antibody,vedotin,master_DB_2025_Q3.json
NCT06616987,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT03924895,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT06780137,monoclonal_antibody,deruxtecan,master_DB_2025_Q3.json
NCT05243693,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06316531,small_molecule,t-dm1,master_DB_2025_Q3.json
NCT06457997,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT05948865,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05180097,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT04434040,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06328387,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05460273,monoclonal_antibody,dato-dxd,master_DB_2025_Q3.json
NCT04143711,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT05274048,small_molecule,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT03568994,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT06664411,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06087419,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT04454437,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT03529110,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT03337698,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT01853748,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q3.json
NCT05313243,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT04620187,monoclonal_antibody,ado-trastuzumab,master_DB_2025_Q3.json
NCT06043674,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06433609,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT05748171,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT04569032,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06549816,small_molecule,vedotin,master_DB_2025_Q3.json
NCT03485209,monoclonal_antibody,tisotumab vedotin,master_DB_2025_Q3.json
NCT06362252,monoclonal_antibody,deruxtecan,master_DB_2025_Q3.json
NCT04384484,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q3.json
NCT05338970,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q3.json
NCT04389632,monoclonal_antibody,vedotin,master_DB_2025_Q3.json
NCT06012435,small_molecule,vedotin,master_DB_2025_Q3.json
NCT05911295,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT07069712,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06731478,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT07169734,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06764875,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT04553770,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT07043751,small_molecule,adc (weak),master_DB_2025_Q3.json
NCT06553885,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q3.json
NCT05288777,monoclonal_antibody,t-dm1,master_DB_2025_Q3.json
NCT04733118,monoclonal_antibody,t-dm1,master_DB_2025_Q3.json
NCT06005740,small_molecule,antibody drug conjugate,master_DB_2025_Q3.json
NCT06048718,monoclonal_antibody,deruxtecan,master_DB_2025_Q3.json
NCT04986579,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06486441,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06429761,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05498220,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06219941,small_molecule,antibody-drug conjugate,master_DB_2025_Q3.json
NCT06959108,monoclonal_antibody,adc (weak),master_DB_2025_Q3.json
NCT06224673,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT05661357,small_molecule,disitamab vedotin,master_DB_2025_Q3.json
NCT06324357,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05900206,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05991388,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q3.json
NCT03356054,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT05569811,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q3.json
NCT03671018,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT07150208,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06775236,small_molecule,adc (weak),master_DB_2025_Q3.json
NCT07077564,small_molecule,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06803693,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06929663,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT02314481,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q3.json
NCT06555744,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT05704829,monoclonal_antibody,deruxtecan,master_DB_2025_Q3.json
NCT06791070,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT05982678,monoclonal_antibody,deruxtecan,master_DB_2025_Q3.json
NCT03264131,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT03113500,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT06250777,monoclonal_antibody,t-dxd,master_DB_2025_Q3.json
NCT04266249,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q3.json
NCT03007030,monoclonal_antibody,adcetris,master_DB_2025_Q3.json
NCT04982224,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q3.json
NCT07001540,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT06846437,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q3.json
NCT06782334,small_molecule,antibody drug conjugate,master_DB_2025_Q3.json
NCT06220864,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT05595447,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT05190705,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q3.json
NCT06793332,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT04829604,monoclonal_antibody,t-dxd,master_DB_2025_Q3.json
NCT04594798,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT04747912,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT05917158,small_molecule,disitamab vedotin,master_DB_2025_Q3.json
NCT06540729,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q3.json
NCT05955261,monoclonal_antibody,ozogamicin,master_DB_2025_Q3.json
NCT02226276,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q3.json
NCT06133517,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT05089734,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q3.json
NCT06989112,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06952660,small_molecule,tivdak,master_DB_2025_Q3.json
NCT05615636,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q3.json
NCT05480384,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q3.json
NCT06563245,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q3.json
NCT04620187,monoclonal_antibody,ado-trastuzumab,master_DB_2025_Q4.json
NCT05320588,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT05215340,monoclonal_antibody,dato-dxd,master_DB_2025_Q4.json
NCT04189614,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q4.json
NCT05338970,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT05824325,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT03264131,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05113251,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT01868451,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT04042701,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT05831878,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT06219941,small_molecule,antibody-drug conjugate,master_DB_2025_Q4.json
NCT01853748,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q4.json
NCT05313243,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT07001540,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT07043751,small_molecule,adc (weak),master_DB_2025_Q4.json
NCT06555744,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q4.json
NCT06055465,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT06005740,small_molecule,antibody drug conjugate,master_DB_2025_Q4.json
NCT05838521,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT05139017,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06596694,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT06459180,monoclonal_antibody,tisotumab vedotin,master_DB_2025_Q4.json
NCT06682988,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q4.json
NCT05609968,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT05748171,monoclonal_antibody,ozogamicin,master_DB_2025_Q4.json
NCT05458297,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT00781612,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q4.json
NCT06305767,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q4.json
NCT05562830,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT07301229,small_molecule,adc (weak),master_DB_2025_Q4.json
NCT07129993,small_molecule,datopotamab deruxtecan,master_DB_2025_Q4.json
NCT06890884,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06717347,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06780085,monoclonal_antibody,deruxtecan,master_DB_2025_Q4.json
NCT07286149,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT05456698,monoclonal_antibody,ozogamicin,master_DB_2025_Q4.json
NCT07303283,small_molecule,vedotin,master_DB_2025_Q4.json
NCT06780098,small_molecule,dxd,master_DB_2025_Q4.json
NCT06863272,small_molecule,deruxtecan,master_DB_2025_Q4.json
NCT06941272,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT06925737,small_molecule,deruxtecan,master_DB_2025_Q4.json
NCT06395103,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06780137,monoclonal_antibody,deruxtecan,master_DB_2025_Q4.json
NCT07060807,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT07230977,small_molecule,antibody drug conjugate,master_DB_2025_Q4.json
NCT06686394,monoclonal_antibody,patritumab deruxtecan,master_DB_2025_Q4.json
NCT07223125,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q4.json
NCT07195344,monoclonal_antibody,deruxtecan,master_DB_2025_Q4.json
NCT05374512,oligonucleotide,datopotamab deruxtecan,master_DB_2025_Q4.json
NCT04398914,monoclonal_antibody,t-dm1,master_DB_2025_Q4.json
NCT05898373,monoclonal_antibody,mmae,master_DB_2025_Q4.json
NCT07117864,combination,t-dxd,master_DB_2025_Q4.json
NCT06201507,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05900206,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT04225117,monoclonal_antibody,enfortumab vedotin,master_DB_2025_Q4.json
NCT05350917,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06178159,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT05971251,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT03356054,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05991388,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT03975647,monoclonal_antibody,ado-trastuzumab,master_DB_2025_Q4.json
NCT05950945,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT07218809,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q4.json
NCT02314481,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q4.json
NCT06791070,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT04622319,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT05687266,monoclonal_antibody,datopotamab deruxtecan,master_DB_2025_Q4.json
NCT07002216,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT07046455,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT05488353,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT03374332,monoclonal_antibody,ozogamicin,master_DB_2025_Q4.json
NCT06775236,small_molecule,adc (weak),master_DB_2025_Q4.json
NCT03587844,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT04931342,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q4.json
NCT07275216,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT06929663,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT07178730,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT06723236,biologic,antibody-drug conjugate,master_DB_2025_Q4.json
NCT07178457,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05615636,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT07077564,small_molecule,sacituzumab govitecan,master_DB_2025_Q4.json
NCT06377566,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT03057795,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05149768,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT01042379,monoclonal_antibody,t-dm1,master_DB_2025_Q4.json
NCT06373406,small_molecule,antibody-drug conjugate,master_DB_2025_Q4.json
NCT06954480,monoclonal_antibody,datopotamab deruxtecan,master_DB_2025_Q4.json
NCT04676477,monoclonal_antibody,her3-dxd,master_DB_2025_Q4.json
NCT06123468,monoclonal_antibody,govitecan,master_DB_2025_Q4.json
NCT04986579,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT06548672,small_molecule,antibody drug conjugate,master_DB_2025_Q4.json
NCT05034887,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT06468943,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT05704829,monoclonal_antibody,deruxtecan,master_DB_2025_Q4.json
NCT05357794,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT05053659,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT06081244,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT05464719,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT06563778,oligonucleotide,brentuximab vedotin,master_DB_2025_Q4.json
NCT05965479,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT06253650,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT05406401,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT05867251,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT06846437,monoclonal_antibody,trastuzumab emtansine,master_DB_2025_Q4.json
NCT07231250,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT06364410,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT04384484,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT03539536,monoclonal_antibody,telisotuzumab vedotin,master_DB_2025_Q4.json
NCT04385290,monoclonal_antibody,ozogamicin,master_DB_2025_Q4.json
NCT06187506,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT07198724,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT05190705,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT05749588,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT04606914,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2025_Q4.json
NCT03737955,monoclonal_antibody,ozogamicin,master_DB_2025_Q4.json
NCT04039230,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT05006794,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT04829604,small_molecule,t-dxd,master_DB_2025_Q4.json
NCT03523585,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT05595447,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT06545617,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q4.json
NCT07040644,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT07159217,monoclonal_antibody,disitamab vedotin,master_DB_2025_Q4.json
NCT03113500,monoclonal_antibody,brentuximab vedotin,master_DB_2025_Q4.json
NCT06793332,monoclonal_antibody,sacituzumab govitecan,master_DB_2025_Q4.json
NCT07127874,monoclonal_antibody,antibody drug conjugate,master_DB_2025_Q4.json
NCT06220864,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT04300556,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT05564858,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT05917158,small_molecule,disitamab vedotin,master_DB_2025_Q4.json
NCT01494662,monoclonal_antibody,ado-trastuzumab,master_DB_2025_Q4.json
NCT04914741,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT06341400,monoclonal_antibody,vedotin,master_DB_2025_Q4.json
NCT06597721,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT05547321,monoclonal_antibody,antibody-drug conjugate,master_DB_2025_Q4.json
NCT04970901,monoclonal_antibody,loncastuximab tesirine,master_DB_2025_Q4.json
NCT07015697,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2025_Q4.json
NCT06554600,monoclonal_antibody,polatuzumab vedotin,master_DB_2025_Q4.json
NCT06121557,monoclonal_antibody,adc (weak),master_DB_2025_Q4.json
NCT06230055,small_molecule,sacituzumab govitecan,master_DB_2025_Q4.json
